Price,Close,High,Low,Open,Volume,Returns
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2019-01-03,33.83245086669922,34.6723728598737,33.78724200424014,34.258358869125516,365248800,-0.09960715183455704
2019-01-04,35.27671813964844,35.34572225455704,34.215515743213864,34.38920962205962,234428400,0.042688816090790116
2019-01-07,35.198211669921875,35.41235832253216,34.71519720185537,35.381425181114466,219111200,-0.0022254470899413237
2019-01-08,35.869197845458984,36.123793562928256,35.33859646605184,35.58605069449792,164101200,0.01906307575593358
2019-01-09,36.478309631347656,36.76859456375998,35.60269868355585,35.997673387913416,180396400,0.016981472195531255
2019-01-10,36.59490203857422,36.63535110369678,35.895363032061816,36.28558160044058,143122800,0.0031962118970110254
2019-01-11,36.23561477661133,36.57110858307444,36.05002323062101,36.37600110449598,108092800,-0.009817959386369424
2019-01-14,35.69074249267578,35.992925129029125,35.505150922165875,35.89299148572764,129756800,-0.015036926716839982
2019-01-15,36.421199798583984,36.497338130009624,35.702625461765,35.75497215302889,114843600,0.020466296156716357
2019-01-16,36.86614990234375,37.08981241923674,36.4045491556751,36.42358464973506,122278800,0.012216788744479068
2019-01-17,37.085052490234375,37.5133420282532,36.46641164302394,36.69007415902539,119284800,0.005937766446197479
2019-01-18,37.3134880065918,37.565702037597624,37.11361706427444,37.475284316802885,135004000,0.006159773305365546
2019-01-22,36.4759407043457,37.29206729904574,36.31414077866992,37.21592893393081,121576000,-0.0224462345117169
2019-01-23,36.62345504760742,36.913740003402474,36.095231841531145,36.678179828590224,92522400,0.004044154596515748
2019-01-24,36.33318328857422,36.75671323745531,36.104764518502854,36.66867721468311,101766000,-0.007925843114907516
2019-01-25,37.537139892578125,37.62517952067367,36.71863529953326,36.994640931413,134142000,0.03313655713680652
2019-01-28,37.18975067138672,37.19688852871694,36.5615938117792,37.06839983547352,104768400,-0.009254546888376347
2019-01-29,36.80427932739258,37.625169028471376,36.66865644024619,37.17784404708917,166348800,-0.010364988660456875
2019-01-30,39.319297790527344,39.53344077404036,38.12484669885647,38.84342126658753,244439200,0.0683349466175498
2019-01-31,39.60244369506836,40.21156504622559,39.15511861440305,39.52392363533564,162958400,0.007201194335907823
2019-02-01,39.62147903442383,40.206805105535146,39.481092705405594,39.72617244698673,130672400,0.00048066072644492586
2019-02-04,40.746925354003906,40.844480907959166,39.80231021008978,39.83324334442914,125982000,0.02840495476209437
2019-02-05,41.444068908691406,41.65821544111799,41.00864525045226,41.1299924107068,144406400,0.017109108199718337
2019-02-06,41.4583625793457,41.77482089204486,41.127628552346515,41.55591450394574,112958400,0.00034489062079767763
2019-02-07,40.67316436767578,41.38697910594836,40.53039996776146,41.02055217380472,126966800,-0.018939440991359913
2019-02-08,40.72096252441406,40.780702213471805,40.245433286874764,40.381641528112624,95280000,0.0011751767407668368
2019-02-11,40.48677062988281,40.91212046871485,40.44375981423957,40.873886201773935,83973600,-0.0057511384803549115
2019-02-12,40.83565139770508,40.861937000103666,40.55128996618045,40.64687563227546,89134000,0.008617154749427147
2019-02-13,40.66598892211914,41.215594649284824,40.60386097412384,40.9551305471018,89960800,-0.004154763540651474
2019-02-14,40.814151763916016,40.92407073769949,40.474830805272624,40.553687623623816,87342800,0.0036434092892865255
2019-02-15,40.72334289550781,41.0292097524213,40.563240997453136,40.92167906223181,98507200,-0.0022249358245510775
2019-02-19,40.84522247314453,40.967093784400845,40.5011248931251,40.553696116368684,75891200,0.0029928677011965554
2019-02-20,41.108062744140625,41.416321493088006,40.859547313325095,40.90733832161036,104457600,0.0064350309554295215
2019-02-21,40.876277923583984,41.18931326234548,40.694670609628645,41.05310868843414,68998800,-0.005638427235048371
2019-02-22,41.33268737792969,41.33985584736165,40.95274391315378,41.000534924773696,75652800,0.011165631450078095
2019-02-25,41.6337776184082,42.025669781395585,41.56686946713383,41.617052403699994,87493600,0.007284555144587257
2019-02-26,41.657676696777344,41.889466961350905,41.38048368917295,41.50952344791541,68280800,0.0005740309848456526
2019-02-27,41.78670883178711,41.817774631160844,41.27533733357488,41.39004014069917,111341600,0.0030974395415515055
2019-02-28,41.37570571899414,41.796275448662115,41.32074622794749,41.65529066256711,112861600,-0.009835737828682967
2019-03-01,41.81060791015625,41.853618729961276,41.31357333049172,41.64572580846216,103544800,0.010511051922975634
2019-03-04,42.0208854675293,42.47490550245711,41.57164198093791,41.98265120351724,109744800,0.005029287252290127
2019-03-05,41.94443130493164,42.05674221504453,41.70786081733233,42.04240527268482,78949600,-0.0018194324500071524
2019-03-06,41.70307922363281,41.93486948700485,41.56448272054905,41.73892157519718,83241600,-0.005754091157994856
2019-03-07,41.220375061035156,41.68395551468205,41.10567590789397,41.547747307772866,99185600,-0.01157478468218509
2019-03-08,41.3183479309082,41.35658219637138,40.503497923548096,40.69944579938166,95997600,0.002376806851659641
2019-03-11,42.74971008300781,42.80228128884256,41.901409612771666,41.93486368501011,128044000,0.0346422890502085
2019-03-12,43.23001480102539,43.65058075669441,42.862016399372486,43.01256153152322,129870400,0.011235274276362617
2019-03-13,43.421199798583984,43.80114336864438,43.232420327975866,43.55023593033642,124130000,0.00442250594728133
2019-03-14,43.90388870239258,43.992305916475004,43.62430741144457,43.94451125103757,94318000,0.011116434047138801
2019-03-15,44.47500991821289,44.76415166553812,43.90629046350283,44.17153487275356,156171600,0.013008442593587022
2019-03-18,44.92902374267578,45.0174373105252,44.39614312213301,44.39853504313718,104879200,0.010208290572566447
2019-03-19,44.572967529296875,45.160807555548054,44.42720257150999,45.00787412821596,126585600,-0.007924859783692728
2019-03-20,44.96247100830078,45.28028652491381,44.14284075046286,44.501278809560496,124140800,0.008738558381779171
2019-03-21,46.61845397949219,46.914764093298665,45.356752279123555,45.40693521269051,204136800,0.03683033725805873
2019-03-22,45.6530647277832,47.23975050159048,45.588544851674655,46.67819604442871,169630800,-0.02070830688923464
2019-03-25,45.101070404052734,45.87529432805428,44.58969888594255,45.76298343726282,175381200,-0.012091068300055241
2019-03-26,44.635101318359375,46.090362812112865,44.10700454628543,45.79883285841138,199202000,-0.010331663561836124
2019-03-27,45.03654861450195,45.344803747769916,44.57774832631072,45.103456761974385,119393600,0.00899398196229595
2019-03-28,45.096290588378906,45.29701504101596,44.8119291240327,45.151250073839364,83121600,0.0013265220296592162
2019-03-29,45.39021682739258,45.42128263373259,45.053284092573946,45.3615429422919,94256000,0.0065177475836430965
2019-04-01,45.69847106933594,45.80360985284444,45.015048922315,45.794053107514955,111448000,0.006791204437633924
2019-04-02,46.3627815246582,46.46792396673643,45.65307368685165,45.66263043330355,91062800,0.014536820155631514
2019-04-03,46.68058395385742,46.95538500302052,46.154871891809094,46.17876922052781,93087200,0.006854688583129764
2019-04-04,46.76182556152344,46.92431571682668,46.152480186695946,46.54676055770306,76457200,0.0017403725657398894
2019-04-05,47.07487106323242,47.09876839535696,46.81918346513947,46.94344302898936,74106400,0.0066944670775763715
2019-04-08,47.81563949584961,47.846701648827704,46.91715240954242,46.9362695439554,103526800,0.015735963070874215
2019-04-09,47.672264099121094,48.47277726052693,47.60774422451132,47.86821199748385,143072800,-0.0029985042182895105
2019-04-10,47.93989944458008,47.96857697172916,47.35683955756723,47.47631892306262,86781200,0.005614068274636841
2019-04-11,47.540836334228516,48.03070243658207,47.418968700387076,47.99486008728185,83603200,-0.008324237534392265
2019-04-12,47.521728515625,47.825207168671724,46.88610097069138,47.60058534576571,111042800,-0.0004019243260505734
2019-04-15,47.60774230957031,47.75589918776008,47.316212394506586,47.452420608068394,70146400,0.0018099887489788635
2019-04-16,47.61252212524414,48.119113414692066,47.447640034865586,47.66270505779345,102785600,0.00010039996525668116
2019-04-17,48.5396842956543,48.59942397360544,47.45958989735585,47.681819749148225,115627200,0.01947307407852228
2019-04-18,48.71412658691406,48.78342301391168,48.393922765494615,48.537295815006495,96783200,0.0035938077016990366
2019-04-22,48.87423324584961,48.97220720924463,48.350912995670726,48.46800409676876,77758000,0.0032866576936341207
2019-04-23,49.579158782958984,49.64367866425876,48.72368604881537,48.850333890412784,93292000,0.014423255165220139
2019-04-24,49.5026969909668,49.81812065427212,49.47641138183958,49.55048801313775,70162400,-0.0015422164044152087
2019-04-25,49.05343246459961,49.64604890875755,49.01519820466175,49.42381910953072,74172800,-0.009075556559053122
2019-04-26,48.819271087646484,48.986541475636166,48.29833914079749,48.962644143257215,74596400,-0.004773598200739859
2019-04-29,48.893333435058594,49.218317370914356,48.714114433216515,48.843150510206044,88818800,0.0015170719628145868
2019-04-30,47.95185089111328,48.60420724360658,47.57907583254568,48.522962145451295,186139600,-0.019255846918185937
2019-05-01,50.30559158325195,51.4502022665524,49.997332787495154,50.15265814578386,259309200,0.049085502402888004
2019-05-02,49.97821807861328,50.814573652985054,49.73448279364687,50.14310018952764,127985200,-0.006507696149381181
2019-05-03,50.59950637817383,50.621011786783555,50.23628812136514,50.39400174361082,83569600,0.012431181491570742
2019-05-06,49.818119049072266,49.904144344696654,48.62810549811918,48.816881305789316,129772400,-0.015442587982214317
2019-05-07,48.47515106201172,49.564801904120394,47.990065302443334,49.19680719370353,155054800,-0.02695742056695649
2019-05-08,48.48472595214844,49.06778584989546,48.20992486493828,48.24576721675841,105358000,0.0001975216152390047
2019-05-09,47.96379470825195,48.19319303822912,46.9936228856528,47.88732616744576,139634400,-0.010744234058590152
2019-05-10,47.2993278503418,47.699928903019405,46.24146450186388,47.356900113901595,164834800,-0.013853508921716662
2019-05-13,44.55032730102539,45.45227100568075,43.86187575578173,45.02768781937873,229722400,-0.0581192307428644
